Symbol,Name,Sector,Industry,Headquarters_Location,lat,lng,color1
MMM,3M Company,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",44.953702899999996,-93.0899578,a1b6b0
ABT,Abbott Laboratories,Health Care,Health Care Equipment,"North Chicago, Illinois",42.325578,-87.8411818,0095da
ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,"North Chicago, Illinois",42.325578,-87.8411818,0b0f3c
ABMD,Abiomed,Health Care,Health Care Equipment,"Danvers, Massachusetts",42.5750009,-70.93212199999999,01d46c
ACN,Accenture,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,9a9a9a
ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,"Santa Monica, California",34.01945429999999,-118.4911912,a5c3ee
ADBE,Adobe Inc.,Information Technology,Application Software,"San Jose, California",37.338208200000004,-121.88632859999998,ef9a1b
AMD,Advanced Micro Devices,Information Technology,Semiconductors,"Santa Clara, California",37.354107899999995,-121.9552356,f50909
AAP,Advance Auto Parts,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",35.7795897,-78.6381787,ffcf08
AES,AES Corp,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",38.879969700000004,-77.1067698,7fcb28
AFL,Aflac,Financials,Life & Health Insurance,"Columbus, Georgia",32.4609764,-84.9877094,0da8e3
A,Agilent Technologies,Health Care,Health Care Equipment,"Santa Clara, California",37.354107899999995,-121.9552356,2188af
APD,Air Products & Chemicals,Materials,Industrial Gases,"Allentown, Pennsylvania",40.6022939,-75.4714098,009a49
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",42.373615799999996,-71.10973349999999,0099cc
ALK,Alaska Air Group,Industrials,Airlines,"Seattle, Washington",47.6062095,-122.33207079999998,0097c8
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",35.2270869,-80.8431267,1c2b26
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",34.1477849,-118.1445155,51586a
ALXN,Alexion Pharmaceuticals,Health Care,Pharmaceuticals,"Boston, Massachusetts",42.360082500000004,-71.0588801,091794
ALGN,Align Technology,Health Care,Health Care Supplies,"San Jose, California",37.338208200000004,-121.88632859999998,c5d4e9
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,4ea475
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",43.07305170000001,-89.4012302,f6e212
ALL,Allstate Corp,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",42.116456299999996,-87.8293718,0c78b9
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",37.3860517,-122.08385109999999,ef1715
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",37.3860517,-122.08385109999999,194f97
MO,Altria Group Inc,Consumer Staples,Tobacco,"Richmond, Virginia",37.540724600000004,-77.4360481,e1806f
AMZN,Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",47.6062095,-122.33207079999998,8f8d8c
AMCR,Amcor plc,Materials,Paper Packaging,"Warmley,혻Bristol, United Kingdom",51.459527,-2.474226,2fa9de
AEE,Ameren Corp,Utilities,Multi-Utilities,"St. Louis, Missouri",38.6270025,-90.1994042,e61f20
AAL,American Airlines Group,Industrials,Airlines,"Fort Worth, Texas",32.7554883,-97.3307658,bcc3cb
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",39.9611755,-82.9987942,038cda
AXP,American Express,Financials,Consumer Finance,"New York, New York",40.7127753,-74.0059728,2591cf
AIG,American International Group,Financials,Property & Casualty Insurance,"New York, New York",40.7127753,-74.0059728,1774b2
AMT,American Tower Corp.,Real Estate,Specialized REITs,"Boston, Massachusetts",42.360082500000004,-71.0588801,d21140
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",39.9259463,-75.1196199,4388e9
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",44.977753,-93.2650108,2b3f4f
ABC,AmerisourceBergen,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",40.0756627,-75.4590816,00509d
AME,Ametek,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",40.045823999999996,-75.4395931,70727c
AMGN,Amgen Inc.,Health Care,Biotechnology,"Thousand Oaks, California",34.1705609,-118.83759369999999,1c60a7
APH,Amphenol Corp,Information Technology,Electronic Components,"Wallingford, Connecticut",41.45701079999999,-72.82307359999999,005da3
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,"Norwood, Massachusetts",42.1943909,-71.19896949999999,026eb7
ANSS,"ANSYS, Inc.",Information Technology,Application Software,"Canonsburg, Pennsylvania",40.262570200000006,-80.1872797,0dece8
ANTM,Anthem,Health Care,Managed Health Care,"Indianapolis, Indiana",39.768403,-86.158068,0077c6
AON,Aon plc,Financials,Insurance Brokers,"London,혻United Kingdom",51.5073509,-0.12775830000000002,e11921
AOS,A.O. Smith Corp,Industrials,Building Products,"Milwaukee, Wisconsin",43.0389025,-87.9064736,1a793e
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",29.7604267,-95.36980279999999,ca9d37
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",37.322997799999996,-122.03218229999999,a2abad
AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,"Santa Clara, California",37.354107899999995,-121.9552356,569cbe
APTV,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,de5336
ADM,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,"Chicago, Illinois",41.8781136,-87.62979820000001,00aa4b
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",37.354107899999995,-121.9552356,7e88a0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",42.0841936,-88.0131275,8f9386
AIZ,Assurant,Financials,Multi-line Insurance,"New York, New York",40.7127753,-74.0059728,f9a61a
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",32.7766642,-96.7969879,00a8e0
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",32.7766642,-96.7969879,5e83d4
ADSK,Autodesk Inc.,Information Technology,Application Software,"San Rafael, California",37.9735346,-122.5310874,b6b9af
ADP,Automatic Data Processing,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",40.8206555,-74.2937594,ee2420
AZO,AutoZone Inc,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",35.1495343,-90.0489801,f38124
AVB,AvalonBay Communities,Real Estate,Residential REITs,"Arlington, Virginia[3]",38.8837425,-77.1030042,142f69
AVY,Avery Dennison Corp,Materials,Paper Packaging,"Glendale, California",34.1425078,-118.255075,d80024
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,"Houston, Texas",29.7604267,-95.36980279999999,3c8d78
BLL,Ball Corp,Materials,Metal & Glass Containers,"Broomfield, Colorado",39.9205411,-105.0866504,069bb9
BAC,Bank of America Corp,Financials,Diversified Banks,"Charlotte, North Carolina",35.2270869,-80.8431267,e6102f
BK,The Bank of New York Mellon,Financials,Asset Management & Custody Banks,"New York, New York",40.7127753,-74.0059728,b07e25
BAX,Baxter International Inc.,Health Care,Health Care Equipment,"Deerfield, Illinois",42.171136499999996,-87.8445119,252869
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",41.016763899999994,-74.2057011,f07923
BRKB,Berkshire Hathaway,Financials,Multi-Sector Holdings,"Kiewit Plaza, Omaha, Nebraska, U.S.",41.2664604,-95.935927,83667a
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",44.8832982,-93.28300209999999,f4e918
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,"Hercules, California",38.017144099999996,-122.28858079999999,cec9bd
BIIB,Biogen Inc.,Health Care,Biotechnology,"Cambridge, Massachusetts",42.373615799999996,-71.10973349999999,2b75b8
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York, New York",40.7127753,-74.0059728,020202
BA,Boeing Company,Industrials,Aerospace & Defense,"Chicago, Illinois",41.8781136,-87.62979820000001,002c80
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",41.117744,-73.4081575,058dd0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",42.6875323,-83.23410279999999,204080
BXP,Boston Properties,Real Estate,Office REITs,"Boston, Massachusetts",42.360082500000004,-71.0588801,c7c7c7
BSX,Boston Scientific,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",42.3466552,-71.547722,07457e
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,"New York, New York",40.7127753,-74.0059728,bfacbe
AVGO,Broadcom Inc.,Information Technology,Semiconductors,"San Jose, California",37.338208200000004,-121.88632859999998,656565
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",40.7698453,-73.70904279999999,014987
BFB,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",38.252664700000004,-85.7584557,986115
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",44.8546856,-93.470786,f57b20
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,"Houston, Texas",29.7604267,-95.36980279999999,093388
CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",37.338208200000004,-121.88632859999998,151816
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",39.529632899999996,-119.8138027,929295
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",39.9259463,-75.1196199,be1923
COF,Capital One Financial,Financials,Consumer Finance,"Tysons Corner, Virginia",38.9187222,-77.2310925,e22a00
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,"Dublin, Ohio",40.0992294,-83.11407709999999,f14f40
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",37.540724600000004,-77.4360481,ffe200
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",25.7616798,-80.1917902,f20319
CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida",26.839609600000003,-80.10191440000001,f19b3b
CTLT,Catalent,Health Care,Pharmaceuticals,"Somerset, New Jersey",40.497603999999995,-74.4884868,106cab
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",42.171136499999996,-87.8445119,ffc501
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",41.8781136,-87.62979820000001,061b46
CBRE,CBRE Group,Real Estate,Real Estate Services,"Dallas, Texas",32.7766642,-96.7969879,006a4d
CDW,CDW,Information Technology,Technology Distributors,"Lincolnshire, Illinois",42.190024900000004,-87.90840390000001,cc0000
CE,Celanese,Materials,Specialty Chemicals,"Irving, Texas",32.814017699999994,-96.9488945,3a6234
CNC,Centene Corporation,Health Care,Managed Health Care,"St. Louis, Missouri",38.6270025,-90.1994042,024069
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",29.7604267,-95.36980279999999,0098d6
CERN,Cerner,Health Care,Health Care Technology,"North Kansas City, Missouri",39.1429081,-94.5729781,929a7e
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",42.171136499999996,-87.8445119,0177c0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",42.5481714,-71.17244670000001,80a5b3
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"Westlake, Texas",32.991234999999996,-97.1950138,00a0df
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",41.0534302,-73.53873409999999,01629c
CVX,Chevron Corp.,Energy,Integrated Oil & Gas,"San Ramon, California",37.7643595,-121.95396159999999,c30f20
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",33.618882899999996,-117.9298493,a81814
CB,Chubb Limited,Financials,Property & Casualty Insurance,"Zurich, Switzerland",47.376886600000006,8.541694,f04e26
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",40.2599864,-74.7909125,c81b47
CI,Cigna,Health Care,Managed Health Care,"Bloomfield, Connecticut",41.826488,-72.73009449999999,fa9800
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",39.345467299999996,-84.56031870000001,0199ca
CTAS,Cintas Corporation,Industrials,Diversified Support Services,"Mason, Ohio",39.3600586,-84.309939,021b67
CSCO,Cisco Systems,Information Technology,Communications Equipment,"San Jose, California",37.338208200000004,-121.88632859999998,84ebf1
C,Citigroup Inc.,Financials,Diversified Banks,"New York, New York",40.7127753,-74.0059728,db220b
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",41.8239891,-71.4128343,00965e
CTXS,Citrix Systems,Information Technology,Application Software,"Fort Lauderdale, Florida",26.122438600000002,-80.13731740000001,2c99dc
CLX,The Clorox Company,Consumer Staples,Household Products,"Oakland, California",37.804351399999994,-122.27116389999999,0082c8
CME,CME Group Inc.,Financials,Financial Exchanges & Data,"Chicago, Illinois",41.8781136,-87.62979820000001,53abd1
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",42.245869,-84.4013462,0094d2
KO,Coca-Cola Company,Consumer Staples,Soft Drinks,"Atlanta, Georgia",33.7489954,-84.3879824,c7c7c7
CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",40.8932469,-74.0116536,6eb04b
CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York, New York",40.7127753,-74.0059728,057bc2
CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",39.9525839,-75.1652215,ea6d18
CMA,Comerica Inc.,Financials,Diversified Banks,"Dallas, Texas",32.7766642,-96.7969879,022b6a
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",41.8781136,-87.62979820000001,e34030
