,symbol,update_date,querter_sales,profit,operating,real_profit,sales,shared,next_update_date
596,DG,210430.0,8400.96,2755.67,908.85,677.75,33700000000.000004,236205490.0,210901.0
597,DG,210129.0,8414.52,2736.7,872.22,642.74,33700000000.000004,236205490.0,210901.0
598,DG,201030.0,8199.62,2568.24,773.13,574.26,33700000000.000004,236205490.0,210901.0
599,DG,200731.0,8684.24,2818.24,1042.63,787.6,33700000000.000004,236205490.0,210901.0
600,DLTR,210501.0,6479.7,1967.0,519.9,374.5,25700000000.0,231953872.0,210901.0
601,DLTR,210130.0,6767.9,2152.8,681.6,502.8,25700000000.0,231953872.0,210901.0
602,DLTR,201031.0,6177.0,1924.4,465.5,330.0,25700000000.0,231953872.0,210901.0
603,DLTR,200801.0,6277.6,1916.2,374.9,261.5,25700000000.0,231953872.0,210901.0
604,D,210331.0,3870.0,,878.0,1008.0,18040000000.0,806524337.0,211031.0
605,D,201231.0,3521.0,,856.0,-1168.0,18040000000.0,806524337.0,211031.0
606,D,200930.0,3607.0,,27.0,369.0,18040000000.0,806524337.0,211031.0
607,D,200630.0,7044.0,,1172.0,398.0,18040000000.0,806524337.0,211031.0
608,DPZ,210328.0,983.7,389.15,186.54,117.76,4230000000.0000005,38828393.0,211013.0
609,DPZ,210103.0,1356.57,535.26,244.04,151.9,4230000000.0000005,38828393.0,211013.0
610,DPZ,200906.0,967.72,361.98,162.18,99.13,4230000000.0000005,38828393.0,211013.0
611,DPZ,200614.0,920.02,357.09,163.58,118.67,4230000000.0000005,38828393.0,211013.0
612,DOV,210331.0,1867.9,725.46,312.55,232.77,6900000000.0,143927272.0,211020.0
613,DOV,201231.0,1780.39,658.53,245.93,182.11,6900000000.0,143927272.0,211020.0
614,DOV,200930.0,1748.26,661.44,276.34,200.3,6900000000.0,143927272.0,211020.0
615,DOV,200630.0,1499.17,559.15,184.08,124.77,6900000000.0,143927272.0,211020.0
616,DOW,210331.0,11882.0,1820.0,1159.0,991.0,40650000000.0,746989442.0,211027.0
617,DOW,201231.0,10706.0,1574.0,797.0,1234.0,40650000000.0,746989442.0,211027.0
618,DOW,200930.0,9712.0,1353.0,8.0,-28.0,40650000000.0,746989442.0,211027.0
619,DOW,200630.0,8354.0,750.0,59.0,-227.0,40650000000.0,746989442.0,211027.0
620,DTE,210331.0,3778.0,,537.0,397.0,12930000000.0,193727361.0,211026.0
621,DTE,201231.0,3288.0,,443.0,275.0,12930000000.0,193727361.0,211026.0
622,DTE,200930.0,3284.0,,628.0,476.0,12930000000.0,193727361.0,211026.0
623,DTE,200630.0,2583.0,,367.0,277.0,12930000000.0,193727361.0,211026.0
624,DUK,210331.0,6150.0,,1450.0,992.0,24070000000.0,769218956.0,211103.0
625,DUK,201231.0,5777.0,,74.0,-63.0,24070000000.0,769218956.0,211103.0
626,DUK,200930.0,6721.0,,1814.0,1304.0,24070000000.0,769218956.0,211103.0
627,DUK,200630.0,5421.0,,1177.0,-802.0,24070000000.0,769218956.0,211103.0
628,DRE,210331.0,289.29,187.57,107.43,79.36,1060000000.0,374985270.0,211026.0
629,DRE,201231.0,266.29,189.43,190.39,168.82,1060000000.0,374985270.0,211026.0
630,DRE,200930.0,262.03,176.11,94.55,71.82,1060000000.0,374985270.0,211026.0
631,DRE,200630.0,238.51,169.75,62.67,39.82,1060000000.0,374985270.0,211026.0
632,DD,210331.0,3976.0,1464.0,688.0,5394.0,19150000000.0,532142336.0,211103.0
633,DD,201231.0,5252.0,1731.0,335.0,222.0,19150000000.0,532142336.0,211103.0
634,DD,200930.0,5096.0,1704.0,189.0,-79.0,19150000000.0,532142336.0,211103.0
635,DD,200630.0,4828.0,1537.0,-2400.0,-2478.0,19150000000.0,532142336.0,211103.0
636,DXC,210331.0,4385.0,824.0,-738.0,-798.0,17730000000.0,254806966.0,211104.0
637,DXC,201231.0,4288.0,955.0,2032.0,1098.0,17730000000.0,254806966.0,211104.0
638,DXC,200930.0,4554.0,991.0,-235.0,-244.0,17730000000.0,254806966.0,211104.0
639,DXC,200630.0,4502.0,873.0,-142.0,-205.0,17730000000.0,254806966.0,211104.0
640,EMN,210331.0,2409.0,598.0,389.0,274.0,8640000000.0,136516171.0,211027.0
641,EMN,201231.0,2186.0,526.0,76.0,32.0,8640000000.0,136516171.0,211027.0
642,EMN,200930.0,2122.0,501.0,242.0,161.0,8640000000.0,136516171.0,211027.0
643,EMN,200630.0,1924.0,371.0,54.0,27.0,8640000000.0,136516171.0,211027.0
644,ETN,210331.0,4692.0,1508.0,577.0,458.0,17760000000.0,398500000.0,211101.0
645,ETN,201231.0,4687.0,1509.0,589.0,475.0,17760000000.0,398500000.0,211101.0
646,ETN,200930.0,4526.0,1475.0,566.0,446.0,17760000000.0,398500000.0,211101.0
647,ETN,200630.0,3856.0,979.0,85.0,51.0,17760000000.0,398500000.0,211101.0
648,EBAY,210331.0,3023.0,2200.0,842.0,641.0,13290000000.0,681261636.0,211019.0
649,EBAY,201231.0,2868.0,2126.0,677.0,845.0,13290000000.0,681261636.0,211019.0
650,EBAY,200930.0,2606.0,1950.0,679.0,664.0,13290000000.0,681261636.0,211019.0
651,EBAY,200630.0,4797.0,3722.0,1355.0,4158.0,13290000000.0,681261636.0,211019.0
652,ECL,210331.0,2885.0,1192.6,297.3,193.6,11650000000.0,285900000.0,211101.0
653,ECL,201231.0,3065.3,1275.1,416.1,300.3,11650000000.0,285900000.0,211101.0
654,ECL,200930.0,3018.6,1258.5,328.3,246.2,11650000000.0,285900000.0,211101.0
655,ECL,200630.0,2685.7,1077.0,191.3,-2035.0,11650000000.0,285900000.0,211101.0
656,EIX,210331.0,2960.0,,399.0,290.0,13750000000.0,379438053.0,211101.0
657,EIX,201231.0,3157.0,,794.0,552.0,13750000000.0,379438053.0,211101.0
658,EIX,200930.0,4644.0,,-379.0,-242.0,13750000000.0,379438053.0,211101.0
659,EIX,200630.0,2987.0,,500.0,348.0,13750000000.0,379438053.0,211101.0
660,EW,210331.0,1216.6,923.2,383.5,338.2,4470000000.0,621636777.0,211025.0
661,EW,201231.0,1191.7,895.4,351.4,309.5,4470000000.0,621636777.0,211025.0
662,EW,200930.0,1140.9,859.9,357.8,325.2,4470000000.0,621636777.0,211025.0
663,EW,200630.0,925.0,686.8,-169.7,-121.9,4470000000.0,621636777.0,211025.0
664,EA,210331.0,1346.0,1027.0,175.0,76.0,5630000000.0,285733636.0,211102.0
665,EA,201231.0,1673.0,1072.0,251.0,211.0,5630000000.0,285733636.0,211102.0
666,EA,200930.0,1151.0,865.0,149.0,185.0,5630000000.0,285733636.0,211102.0
667,EA,200630.0,1459.0,1171.0,471.0,365.0,5630000000.0,285733636.0,211102.0
668,EMR,210331.0,4431.0,1862.0,775.0,561.0,17059999999.999998,599700000.0,211108.0
669,EMR,201231.0,4161.0,1723.0,603.0,445.0,17059999999.999998,599700000.0,211108.0
670,EMR,200930.0,4558.0,1882.0,805.0,723.0,17059999999.999998,599700000.0,211108.0
671,EMR,200630.0,3914.0,1618.0,503.0,399.0,17059999999.999998,599700000.0,211108.0
672,ENPH,210331.0,301.75,122.95,5.02,31.7,870630000.0,135698889.0,211101.0
673,ENPH,201231.0,264.84,121.94,79.11,72.99,870630000.0,135698889.0,211101.0
674,ENPH,200930.0,178.5,94.98,51.76,39.36,870630000.0,135698889.0,211101.0
675,ENPH,200630.0,125.54,48.39,10.85,-47.29,870630000.0,135698889.0,211101.0
676,ETR,210331.0,2844.84,,508.0,339.14,10530000000.0,200659948.0,211102.0
677,ETR,201231.0,2370.1,,152.11,392.55,10530000000.0,200659948.0,211102.0
678,ETR,200930.0,2903.57,,778.02,525.7,10530000000.0,200659948.0,211102.0
679,ETR,200630.0,2412.79,,439.31,365.11,10530000000.0,200659948.0,211102.0
680,EOG,210331.0,3700.0,2245.0,932.0,677.0,10080000000.0,583605122.0,211103.0
681,EOG,201231.0,2971.1,1767.38,487.66,337.47,10080000000.0,583605122.0,211103.0
682,EOG,200930.0,2316.46,1271.59,-2.71,-42.47,10080000000.0,583605122.0,211103.0
683,EOG,200630.0,1090.14,145.06,-1086.55,-909.38,10080000000.0,583605122.0,211103.0
684,EFX,210331.0,1213.0,729.7,306.6,201.6,4380000000.0,121702526.0,211026.0
685,EFX,201231.0,1118.4,637.5,169.4,87.4,4380000000.0,121702526.0,211026.0
686,EFX,200930.0,1068.3,635.1,204.4,224.2,4380000000.0,121702526.0,211026.0
687,EFX,200630.0,982.8,573.5,166.8,95.9,4380000000.0,121702526.0,211026.0
688,EQIX,210331.0,1596.06,784.85,284.6,156.36,6150000000.0,89579906.0,211102.0
689,EQIX,201231.0,1564.12,733.38,184.6,50.99,6150000000.0,89579906.0,211102.0
690,EQIX,200930.0,1519.77,751.79,194.86,66.69,6150000000.0,89579906.0,211102.0
691,EQIX,200630.0,1470.12,730.78,280.62,133.3,6150000000.0,89579906.0,211102.0
692,EQR,210331.0,597.6,350.95,135.56,57.54,2490000000.0,374005379.0,211025.0
693,EQR,201231.0,613.43,389.94,356.61,252.86,2490000000.0,374005379.0,211025.0
694,EQR,200930.0,622.43,393.9,182.41,91.29,2490000000.0,374005379.0,211025.0
695,EQR,200630.0,653.53,430.43,356.89,260.89,2490000000.0,374005379.0,211025.0
696,ESS,210331.0,355.12,244.65,194.86,168.44,1460000000.0,64998910.0,211102.0
697,ESS,201231.0,362.07,251.35,112.87,95.75,1460000000.0,64998910.0,211102.0
698,ESS,200930.0,370.81,258.42,109.82,73.66,1460000000.0,64998910.0,211102.0
699,ESS,200630.0,370.5,260.36,114.71,84.46,1460000000.0,64998910.0,211102.0
700,EL,210331.0,3864.0,2925.0,616.0,456.0,14710000000.0,362511874.0,211101.0
701,EL,201231.0,4853.0,3769.0,1063.0,873.0,14710000000.0,362511874.0,211101.0
702,EL,200930.0,3562.0,2737.0,705.0,523.0,14710000000.0,362511874.0,211101.0
703,EL,200630.0,2430.0,1663.0,-543.0,-462.0,14710000000.0,362511874.0,211101.0
704,ETSY,210331.0,550.65,407.73,150.64,143.77,2049999999.9999998,127102598.0,211102.0
705,ETSY,201231.0,617.36,466.57,161.34,148.54,2049999999.9999998,127102598.0,211102.0
706,ETSY,200930.0,451.48,331.31,101.31,91.76,2049999999.9999998,127102598.0,211102.0
707,ETSY,200630.0,428.74,317.36,119.14,96.42,2049999999.9999998,127102598.0,211102.0
708,EVRG,210331.0,1611.9,,317.7,191.6,5410000000.0,229267502.0,211109.0
709,EVRG,201231.0,1094.4,,153.0,51.0,5410000000.0,229267502.0,211109.0
710,EVRG,200930.0,1517.6,,521.7,364.5,5410000000.0,229267502.0,211109.0
711,EVRG,200630.0,1184.7,,271.7,133.4,5410000000.0,229267502.0,211109.0
712,ES,210331.0,2825.84,,585.57,366.14,9360000000.0,343466162.0,211102.0
713,ES,201231.0,2236.73,,454.73,271.92,9360000000.0,343466162.0,211102.0
714,ES,200930.0,2341.94,,561.23,346.26,9360000000.0,343466162.0,211102.0
715,ES,200630.0,1951.23,,433.65,252.23,9360000000.0,343466162.0,211102.0
716,RE,210331.0,2743.77,,388.73,341.86,12340000000.0,40083525.0,211031.0
717,RE,201231.0,2761.4,,134.24,63.6,12340000000.0,40083525.0,211031.0
718,RE,200930.0,2610.18,,279.15,243.06,12340000000.0,40083525.0,211031.0
719,RE,200630.0,4226.53,,208.28,207.49,12340000000.0,40083525.0,211031.0
720,EXC,210331.0,9890.0,,-121.0,-289.0,34180000000.0,977000000.0,211103.0
721,EXC,201231.0,8114.0,,269.0,359.0,34180000000.0,977000000.0,211103.0
722,EXC,200930.0,8853.0,,769.0,501.0,34180000000.0,977000000.0,211103.0
723,EXC,200630.0,7322.0,,565.0,521.0,34180000000.0,977000000.0,211103.0
724,EXPE,210331.0,1246.0,935.0,-651.0,-578.0,4240000000.0,146970608.0,211027.0
725,EXPE,201231.0,920.0,633.0,-476.0,-383.0,4240000000.0,146970608.0,211027.0
726,EXPE,200930.0,1504.0,1129.0,-113.0,-192.0,4240000000.0,146970608.0,211027.0
727,EXPE,200630.0,566.0,177.0,-849.0,-736.0,4240000000.0,146970608.0,211027.0
728,EXPD,210331.0,3357.54,951.54,385.51,287.22,11570000000.0,168885812.0,211101.0
729,EXPD,201231.0,3169.19,828.59,281.81,198.62,11570000000.0,168885812.0,211101.0
730,EXPD,200930.0,2464.8,734.38,251.94,191.31,11570000000.0,168885812.0,211101.0
731,EXPD,200630.0,2580.63,749.59,247.63,183.87,11570000000.0,168885812.0,211101.0
732,EXR,210331.0,358.86,259.33,241.07,203.0,1380000000.0,133728460.0,211101.0
733,EXR,201231.0,353.49,258.76,195.75,156.06,1380000000.0,133728460.0,211101.0
734,EXR,200930.0,343.02,243.51,163.21,114.63,1380000000.0,133728460.0,211101.0
735,EXR,200630.0,327.25,231.35,149.99,102.91,1380000000.0,133728460.0,211101.0
736,XOM,210331.0,57552.0,16889.0,2255.0,2730.0,180990000000.0,4234000000.0,211028.0
737,XOM,201231.0,45738.0,13697.0,-27102.0,-20070.0,180990000000.0,4234000000.0,211028.0
738,XOM,200930.0,45425.0,14372.0,-867.0,-680.0,180990000000.0,4234000000.0,211028.0
739,XOM,200630.0,32277.0,11313.0,-1651.0,-1080.0,180990000000.0,4234000000.0,211028.0
740,FFIV,210331.0,645.29,521.09,53.5,43.24,2470000000.0,59614886.0,211026.0
741,FFIV,201231.0,624.62,509.64,117.75,87.68,2470000000.0,59614886.0,211026.0
742,FFIV,200930.0,614.82,502.85,98.61,77.66,2470000000.0,59614886.0,211026.0
743,FFIV,200630.0,583.25,477.21,87.62,69.87,2470000000.0,59614886.0,211026.0
744,FB,210331.0,26171.0,21040.0,11378.0,9497.0,94400000000.0,2835464834.0,211102.0
745,FB,201231.0,28072.0,22862.0,12775.0,11219.0,94400000000.0,2835464834.0,211102.0
746,FB,200930.0,21470.0,17276.0,8040.0,7846.0,94400000000.0,2835464834.0,211102.0
747,FB,200630.0,18687.0,14858.0,5963.0,5178.0,94400000000.0,2835464834.0,211102.0
748,FAST,210331.0,1417.0,643.4,280.3,210.6,5700000000.0,574341239.0,211011.0
749,FAST,201231.0,1358.0,618.8,264.4,196.1,5700000000.0,574341239.0,211011.0
750,FAST,200930.0,1413.3,640.6,290.1,221.5,5700000000.0,574341239.0,211011.0
751,FAST,200630.0,1509.0,671.6,316.0,238.9,5700000000.0,574341239.0,211011.0
752,FRT,210331.0,218.16,139.5,82.8,48.24,822100000.0,77759995.0,211102.0
753,FRT,201231.0,219.51,142.09,140.62,94.72,822100000.0,77759995.0,211102.0
754,FRT,200930.0,208.2,135.84,3.69,-28.29,822100000.0,77759995.0,211102.0
755,FRT,200630.0,176.23,109.21,48.3,10.51,822100000.0,77759995.0,211102.0
756,FDX,210228.0,21510.0,15094.0,1005.0,892.0,78750000000.0,265342075.0,210920.0
757,FDX,201130.0,20563.0,14531.0,1465.0,1226.0,78750000000.0,265342075.0,210920.0
758,FDX,200831.0,19321.0,13779.0,1590.0,1245.0,78750000000.0,265342075.0,210920.0
759,FDX,200531.0,17358.0,12289.0,475.0,-334.0,78750000000.0,265342075.0,210920.0
760,FIS,210331.0,3223.0,1105.0,99.0,-373.0,12700000000.0,620125558.0,211101.0
761,FIS,201231.0,3316.0,1206.0,167.0,104.0,12700000000.0,620125558.0,211101.0
762,FIS,200930.0,3197.0,1093.0,231.0,20.0,12700000000.0,620125558.0,211101.0
763,FIS,200630.0,2962.0,916.0,46.0,19.0,12700000000.0,620125558.0,211101.0
764,FITB,210331.0,2051.0,,,694.0,4150000000.0000005,711595529.0,211018.0
765,FITB,201231.0,2102.0,,,604.0,4150000000.0000005,711595529.0,211018.0
766,FITB,200930.0,2051.0,,,581.0,4150000000.0000005,711595529.0,211018.0
767,FITB,200630.0,2053.0,,,195.0,4150000000.0000005,711595529.0,211018.0
768,FE,210331.0,2726.0,,559.0,335.0,10810000000.0,543900432.0,211027.0
769,FE,201231.0,2537.0,,340.0,242.0,10810000000.0,543900432.0,211027.0
770,FE,200930.0,3022.0,,721.0,454.0,10810000000.0,543900432.0,211027.0
771,FE,200630.0,2522.0,,515.0,309.0,10810000000.0,543900432.0,211027.0
772,FRC,210331.0,1217.81,,,334.83,2400000000.0,176306959.0,211018.0
773,FRC,201231.0,1178.79,,,295.56,2400000000.0,176306959.0,211018.0
774,FRC,200930.0,1132.96,,,293.14,2400000000.0,176306959.0,211018.0
775,FRC,200630.0,1079.43,,,256.77,2400000000.0,176306959.0,211018.0
776,FISV,210331.0,3755.0,1848.0,475.0,304.0,14840000000.0,666769382.0,211101.0
777,FISV,201231.0,3832.0,1975.0,516.0,300.0,14840000000.0,666769382.0,211101.0
778,FISV,200930.0,3786.0,1918.0,542.0,264.0,14840000000.0,666769382.0,211101.0
779,FISV,200630.0,3465.0,1545.0,165.0,2.0,14840000000.0,666769382.0,211101.0
780,FLT,210331.0,608.62,,265.96,184.24,2340000000.0,83349560.0,211101.0
781,FLT,201231.0,617.33,,293.94,209.85,2340000000.0,83349560.0,211101.0
782,FLT,200930.0,585.28,,264.53,188.82,2340000000.0,83349560.0,211101.0
783,FLT,200630.0,525.15,,212.81,158.49,2340000000.0,83349560.0,211101.0
784,FMC,210331.0,1195.6,512.4,260.7,183.8,4590000000.0,128876577.0,211107.0
785,FMC,201231.0,1152.2,501.4,146.9,49.5,4590000000.0,128876577.0,211107.0
786,FMC,200930.0,1084.6,466.4,196.0,111.4,4590000000.0,128876577.0,211107.0
787,FMC,200630.0,1155.3,522.7,267.9,184.4,4590000000.0,128876577.0,211107.0
788,F,210331.0,36228.0,5307.0,2464.0,3262.0,129050000000.00002,3991644459.0,211027.0
789,F,201231.0,35952.0,1090.0,-2442.0,-2788.0,129050000000.00002,3991644459.0,211027.0
790,F,200930.0,37501.0,4620.0,2351.0,2385.0,129050000000.00002,3991644459.0,211027.0
791,F,200630.0,19371.0,-779.0,-2760.0,1117.0,129050000000.00002,3991644459.0,211027.0
792,FTNT,210331.0,710.3,553.7,121.6,107.2,2720000000.0,163317652.0,211103.0
793,FTNT,201231.0,748.0,581.0,169.4,146.7,2720000000.0,163317652.0,211103.0
794,FTNT,200930.0,651.1,511.9,126.9,123.4,2720000000.0,163317652.0,211103.0
795,FTNT,200630.0,615.5,480.4,116.7,112.1,2720000000.0,163317652.0,211103.0
796,FTV,210402.0,1259.2,711.9,149.7,110.2,9370000000.0,338525535.0,211027.0
797,FTV,201231.0,4634.4,2608.5,539.4,1613.3,9370000000.0,338525535.0,211027.0
798,FTV,200925.0,1902.3,983.4,310.4,225.8,9370000000.0,338525535.0,211027.0
799,FTV,200626.0,1571.2,814.3,191.1,130.0,9370000000.0,338525535.0,211027.0
800,FBHS,210331.0,1771.0,644.1,248.4,177.8,6460000000.0,138598332.0,211026.0
801,FBHS,201231.0,1659.7,607.7,233.2,163.6,6460000000.0,138598332.0,211026.0
802,FBHS,200930.0,1652.1,580.6,240.2,164.6,6460000000.0,138598332.0,211026.0
803,FBHS,200630.0,1375.8,482.9,173.0,115.8,6460000000.0,138598332.0,211026.0
804,FOXA,210331.0,3215.0,1330.0,797.0,567.0,12440000000.0,580207609.0,211109.0
805,FOXA,201231.0,4087.0,741.0,196.0,224.0,12440000000.0,580207609.0,211109.0
806,FOXA,200930.0,2717.0,1549.0,1509.0,1106.0,12440000000.0,580207609.0,211109.0
807,FOXA,200630.0,2418.0,1231.0,120.0,122.0,12440000000.0,580207609.0,211109.0
808,FOX,210331.0,3215.0,1330.0,797.0,567.0,12440000000.0,580207609.0,211109.0
809,FOX,201231.0,4087.0,741.0,196.0,224.0,12440000000.0,580207609.0,211109.0
810,FOX,200930.0,2717.0,1549.0,1509.0,1106.0,12440000000.0,580207609.0,211109.0
811,FOX,200630.0,2418.0,1231.0,120.0,122.0,12440000000.0,580207609.0,211109.0
812,BEN,210331.0,2076.5,,456.3,381.8,6890000000.0,504322686.0,211027.0
813,BEN,201231.0,1995.1,,409.1,345.3,6890000000.0,504322686.0,211027.0
814,BEN,200930.0,1627.4,,46.4,78.9,6890000000.0,504322686.0,211027.0
815,BEN,200630.0,1188.1,,253.7,290.4,6890000000.0,504322686.0,211027.0
816,FCX,210331.0,4850.0,1644.0,1532.0,718.0,19050000000.0,1465526823.0,211026.0
817,FCX,201231.0,4495.0,1429.0,1708.0,708.0,19050000000.0,1465526823.0,211026.0
818,FCX,200930.0,3851.0,1016.0,821.0,329.0,19050000000.0,1465526823.0,211026.0
819,FCX,200630.0,5852.0,332.0,-193.0,-438.0,19050000000.0,1465526823.0,211026.0
820,GPS,210501.0,3991.0,1630.0,240.0,166.0,15680000000.0,377602302.0,210818.0
821,GPS,210130.0,4424.0,1668.0,134.0,234.0,15680000000.0,377602302.0,210818.0
822,GPS,201031.0,3994.0,1620.0,175.0,95.0,15680000000.0,377602302.0,210818.0
823,GPS,200801.0,3275.0,1149.0,15.0,-62.0,15680000000.0,377602302.0,210818.0
824,GRMN,210327.0,1072.33,641.56,249.66,220.03,4400000000.0,192144000.0,211102.0
825,GRMN,201226.0,1351.4,790.98,371.27,333.55,4400000000.0,192144000.0,211102.0
826,GRMN,200926.0,1109.19,667.98,317.1,313.42,4400000000.0,192144000.0,211102.0
827,GRMN,200627.0,869.87,515.43,188.39,184.18,4400000000.0,192144000.0,211102.0
828,IT,210331.0,1104.04,769.57,225.41,164.1,4179999999.9999995,86964523.0,211103.0
829,IT,201231.0,1112.76,761.33,178.13,119.61,4179999999.9999995,86964523.0,211103.0
830,IT,200930.0,994.62,664.85,42.84,16.96,4179999999.9999995,86964523.0,211103.0
831,IT,200630.0,973.13,650.58,99.65,55.08,4179999999.9999995,86964523.0,211103.0
832,GNRC,210331.0,807.43,321.81,189.12,148.99,2820000000.0,62954539.0,211102.0
833,GNRC,201231.0,761.08,300.2,171.05,125.0,2820000000.0,62954539.0,211102.0
834,GNRC,200930.0,701.36,276.15,155.64,114.97,2820000000.0,62954539.0,211102.0
835,GNRC,200630.0,546.85,208.98,89.55,66.14,2820000000.0,62954539.0,211102.0
836,GD,210404.0,9389.0,1497.0,938.0,708.0,38570000000.0,283553159.0,211026.0
837,GD,201231.0,10481.0,1850.0,1267.0,1002.0,38570000000.0,283553159.0,211026.0
838,GD,200927.0,9431.0,1595.0,1084.0,834.0,38570000000.0,283553159.0,211026.0
839,GD,200628.0,9264.0,1415.0,841.0,625.0,38570000000.0,283553159.0,211026.0
840,GE,210331.0,17119.0,4391.0,253.0,-2803.0,76220000000.0,8778641000.0,210726.0
841,GE,201231.0,21929.0,7225.0,596.0,2636.0,76220000000.0,8778641000.0,210726.0
842,GE,200930.0,19417.0,3767.0,-258.0,-1143.0,76220000000.0,8778641000.0,210726.0
843,GE,200630.0,17750.0,2067.0,-3470.0,-1988.0,76220000000.0,8778641000.0,210726.0
844,GIS,210530.0,4523.6,1583.5,581.2,416.8,18130000000.0,607210408.0,210921.0
845,GIS,210228.0,4520.0,1554.6,860.0,595.7,18130000000.0,607210408.0,210921.0
846,GIS,201129.0,4719.4,1721.6,949.5,688.4,18130000000.0,607210408.0,210921.0
847,GIS,200830.0,4364.0,1590.9,887.0,638.9,18130000000.0,607210408.0,210921.0
848,GM,210331.0,32474.0,5080.0,3277.0,3022.0,122250000000.0,1450670870.0,211026.0
849,GM,201231.0,37518.0,4797.0,2767.0,2846.0,122250000000.0,1450670870.0,211026.0
850,GM,200930.0,35480.0,6652.0,4424.0,4045.0,122250000000.0,1450670870.0,211026.0
851,GM,200630.0,16778.0,996.0,-1214.0,-758.0,122250000000.0,1450670870.0,211026.0
852,GPC,210331.0,4464.71,1540.82,268.45,217.71,16910000000.0,144472216.0,211020.0
853,GPC,201231.0,4251.59,1448.11,234.92,171.2,16910000000.0,144472216.0,211020.0
854,GPC,200930.0,4370.09,1528.07,302.21,227.53,16910000000.0,144472216.0,211020.0
855,GPC,200630.0,3823.23,1290.49,-289.75,-564.37,16910000000.0,144472216.0,211020.0
856,GILD,210331.0,6423.0,5062.0,2890.0,1729.0,25560000000.0,1254178166.0,211027.0
857,GILD,201231.0,7421.0,6023.0,2651.0,1551.0,25560000000.0,1254178166.0,211027.0
858,GILD,200930.0,6577.0,5436.0,2001.0,360.0,25560000000.0,1254178166.0,211027.0
859,GILD,200630.0,5143.0,4079.0,-2983.0,-3339.0,25560000000.0,1254178166.0,211027.0
860,GL,210331.0,1266.56,,239.97,178.52,4870000000.0,103053356.0,211026.0
861,GL,201231.0,1228.94,,271.39,204.24,4870000000.0,103053356.0,211026.0
862,GL,200930.0,1195.68,,253.21,188.94,4870000000.0,103053356.0,211026.0
863,GL,200630.0,1180.88,,235.05,173.05,4870000000.0,103053356.0,211026.0
864,GPN,210331.0,1990.01,1064.76,275.26,196.68,7510000000.0,295215722.0,211103.0
865,GPN,201231.0,1930.19,1008.0,251.98,182.64,7510000000.0,295215722.0,211103.0
866,GPN,200930.0,1917.82,1016.89,290.42,220.97,7510000000.0,295215722.0,211103.0
867,GPN,200630.0,1671.95,778.21,107.57,37.33,7510000000.0,295215722.0,211103.0
868,GS,210331.0,19276.0,16448.0,8337.0,6836.0,60590000000.0,339762194.0,211018.0
869,GS,201231.0,13304.0,10431.0,5541.0,4506.0,60590000000.0,339762194.0,211018.0
870,GS,200930.0,12629.0,9870.0,4299.0,3367.0,60590000000.0,339762194.0,211018.0
871,GS,200630.0,15385.0,12350.0,1291.0,373.0,60590000000.0,339762194.0,211018.0
872,GWW,210331.0,3084.0,1093.0,358.0,238.0,11880000000.0,52110145.0,211028.0
873,GWW,201231.0,2941.0,1027.0,275.0,168.0,11880000000.0,52110145.0,211028.0
874,GWW,200930.0,3018.0,1074.0,380.0,240.0,11880000000.0,52110145.0,211028.0
875,GWW,200630.0,2837.0,1016.0,205.0,114.0,11880000000.0,52110145.0,211028.0
876,HAL,210331.0,3451.0,418.0,370.0,170.0,12860000000.0,889718906.0,211024.0
877,HAL,201231.0,3237.0,394.0,-96.0,-235.0,12860000000.0,889718906.0,211024.0
878,HAL,200930.0,2975.0,316.0,142.0,-17.0,12860000000.0,889718906.0,211024.0
879,HAL,200630.0,3196.0,279.0,-1911.0,-1676.0,12860000000.0,889718906.0,211024.0
880,HBI,210403.0,1508.03,605.49,190.12,-263.26,6860000000.0,349115441.0,211103.0
881,HBI,210102.0,1800.84,737.77,-443.74,-332.16,6860000000.0,349115441.0,211103.0
882,HBI,200926.0,1808.27,664.35,174.57,103.28,6860000000.0,349115441.0,211103.0
883,HBI,200627.0,1738.78,659.55,241.54,161.18,6860000000.0,349115441.0,211103.0
884,HIG,210331.0,5299.0,,360.0,249.0,20870000000.0,357191014.0,211027.0
885,HIG,201231.0,5328.0,,709.0,537.0,20870000000.0,357191014.0,211027.0
886,HIG,200930.0,5171.0,,590.0,459.0,20870000000.0,357191014.0,211027.0
887,HIG,200630.0,5068.0,,649.0,468.0,20870000000.0,357191014.0,211027.0
888,HAS,210328.0,1114.8,716.0,147.3,116.2,5470000000.0,137568617.0,211024.0
889,HAS,201227.0,1722.97,947.24,186.36,105.17,5470000000.0,137568617.0,211024.0
890,HAS,200927.0,1776.62,989.58,336.56,220.9,5470000000.0,137568617.0,211024.0
891,HAS,200628.0,860.28,509.7,2.17,-33.91,5470000000.0,137568617.0,211024.0
892,HCA,210331.0,13977.0,11753.0,2334.0,1423.0,52650000000.0,336936865.0,211101.0
893,HCA,201231.0,14293.0,11923.0,2450.0,1426.0,52650000000.0,336936865.0,211101.0
894,HCA,200930.0,13311.0,11183.0,1319.0,668.0,52650000000.0,336936865.0,211101.0
895,HCA,200630.0,11068.0,9320.0,1974.0,1079.0,52650000000.0,336936865.0,211101.0
896,PEAK,210331.0,455.28,277.63,-76.22,145.79,3290000000.0,538933779.0,211102.0
897,PEAK,201231.0,1644.88,862.33,270.96,413.56,3290000000.0,538933779.0,211102.0
